mall_name,mall_address,mall_contact_no,image_link,fb_link,logo_link,geocode,latitude,longitude,formatted_address,province
Ayala Malls Solenad,"Nuvali, Brgy. Sto. Domingo, City of Santa Rosa, Laguna",,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/5V8B1407.jpg,,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AM+Solenad.png,"{'address_components': [{'long_name': 'Fort Santo Domingo', 'short_name': 'Fort Santo Domingo', 'types': ['premise']}, {'long_name': 'Santa Rosa - Tagaytay Road', 'short_name': 'Santa Rosa - Tagaytay Rd', 'types': ['route']}, {'long_name': 'Don Jose', 'short_name': 'Don Jose', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Santa Rosa', 'short_name': 'Sta. Rosa', 'types': ['locality', 'political']}, {'long_name': 'Laguna', 'short_name': 'Laguna', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Calabarzon', 'short_name': 'Calabarzon', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Nuvali, Brgy, Fort Santo Domingo, Santa Rosa - Tagaytay Rd, Don Jose, Santa Rosa, Laguna, Philippines', 'geometry': {'location': {'lat': 14.2383832, 'lng': 121.056297}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 14.2397321802915, 'lng': 121.0576459802915}, 'southwest': {'lat': 14.2370342197085, 'lng': 121.0549480197085}}}, 'place_id': 'ChIJXW88ABh9vTMRu1honZBNuvE', 'plus_code': {'compound_code': '63Q4+9G Santa Rosa, Laguna, Philippines', 'global_code': '7Q6363Q4+9G'}, 'types': ['establishment', 'point_of_interest', 'shopping_mall']}",14.2383832,121.056297,"Nuvali, Brgy, Fort Santo Domingo, Santa Rosa - Tagaytay Rd, Don Jose, Santa Rosa, Laguna, Philippines",Laguna
Harbor Point,"Subic Bay, Rizal Highway, Subic Bay Freeport Zone, 2200 Zambales",+63 47 250 8888 (Main Concierge) or +63 47 250 2524 (Satellite) | Globe +63 2 759 9595 | Smart +63 2 786 9595 | Toll Free - 1800-10-786-9595,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Mall+Photos/Harbor+Point/Harbor+Point+01.jpg,facebook.com/HarborPointMall,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/Hires+Harbor+Point+Logo.jpg,"{'address_components': [{'long_name': 'Rizal Highway', 'short_name': 'Rizal Hwy', 'types': ['route']}, {'long_name': 'Subic Bay Freeport Zone', 'short_name': 'Subic Bay Freeport Zone', 'types': ['locality', 'political']}, {'long_name': 'Zambales', 'short_name': 'Zambales', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Central Luzon', 'short_name': 'Central Luzon', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '2200', 'short_name': '2200', 'types': ['postal_code']}], 'formatted_address': '2F SUBIC BAY TOW, Rizal Hwy, Subic Bay Freeport Zone, 2200 Zambales, Philippines', 'geometry': {'location': {'lat': 14.8249621, 'lng': 120.2803596}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 14.8263110802915, 'lng': 120.2817085802915}, 'southwest': {'lat': 14.8236131197085, 'lng': 120.2790106197085}}}, 'place_id': 'ChIJqzsg0xBxljMRmjMLf9xpMa8', 'plus_code': {'compound_code': 'R7FJ+X4 Subic Bay Freeport Zone, Philippines', 'global_code': '7Q62R7FJ+X4'}, 'types': ['establishment', 'point_of_interest', 'shopping_mall', 'store']}",14.8249621,120.2803596,"2F SUBIC BAY TOW, Rizal Hwy, Subic Bay Freeport Zone, 2200 Zambales, Philippines",Zambales
Abreeza,"J.P. Laurel Ave., Davao City",+ 63 82 321 9332,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Mall+Photos/Abreeza+Mall/Abreeza+01.jpg,facebook.com/AbreezaMall,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/ayala+abreeza+logo2018.png,"{'address_components': [{'long_name': 'J.P. Laurel Avenue', 'short_name': 'J.P. Laurel Ave', 'types': ['route']}, {'long_name': 'Davao City', 'short_name': 'Davao City', 'types': ['locality', 'political']}, {'long_name': 'Davao del Sur', 'short_name': 'Davao del Sur', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Davao Region', 'short_name': 'Davao Region', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'J.P. Laurel Ave, Davao City, Davao del Sur, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 7.1060273, 'lng': 125.6450859}, 'southwest': {'lat': 7.0731274, 'lng': 125.6095474}}, 'location': {'lat': 7.098799800000001, 'lng': 125.624445}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 7.1060273, 'lng': 125.6450859}, 'southwest': {'lat': 7.0731274, 'lng': 125.6095474}}}, 'place_id': 'ChIJk5twP7Rt-TIRQMUPzeUDBKg', 'types': ['route']}",7.098799800000001,125.624445,"J.P. Laurel Ave, Davao City, Davao del Sur, Philippines",Davao del Sur
Centrio Mall,"Centrio Mall, CM Recto – Corrales Avenue, Cagayan de Oro City 9000",+ 63 88 323 4000 local 6473 (CM Recto Concierge) 6472 (Corrales Concierge),https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Mall+Photos/Centrio+Mall/Centrio+01.jpg,facebook.com/AyalaCentrioMall,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/Centrio+Mall+Logo.jpg,"{'address_components': [{'long_name': 'corner', 'short_name': 'corner', 'types': ['street_number']}, {'long_name': 'Corrales Avenue', 'short_name': 'Corrales Ave', 'types': ['route']}, {'long_name': 'Cagayan de Oro', 'short_name': 'CDO', 'types': ['locality', 'political']}, {'long_name': 'Misamis Oriental', 'short_name': 'Misamis Oriental', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Northern Mindanao', 'short_name': 'Northern Mindanao', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '9000', 'short_name': '9000', 'types': ['postal_code']}], 'formatted_address': 'Claro M. Recto Avenue, corner Corrales Ave, Cagayan de Oro, 9000 Misamis Oriental, Philippines', 'geometry': {'location': {'lat': 8.4850078, 'lng': 124.6512041}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 8.486356780291501, 'lng': 124.6525530802915}, 'southwest': {'lat': 8.483658819708497, 'lng': 124.6498551197085}}}, 'place_id': 'ChIJJ-F_4dzy_zIRP8Q_gyWz37c', 'plus_code': {'compound_code': 'FMP2+2F Cagayan de Oro, Misamis Oriental, Philippines', 'global_code': '6QW6FMP2+2F'}, 'types': ['establishment', 'point_of_interest', 'shopping_mall']}",8.4850078,124.6512041,"Claro M. Recto Avenue, corner Corrales Ave, Cagayan de Oro, 9000 Misamis Oriental, Philippines",Misamis Oriental
Ayala Malls Serin,"Gen. Emilio Aguinaldo Highway Brgy. Silang Crossing East Tagaytay City, Cavite 4120",+ 63 46 544 0279,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/Serin+1.jpg,facebook.com/AyalaMallsSerin,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AM+Serin.png,"{'address_components': [{'long_name': 'Emilio Aguinaldo Highway', 'short_name': 'Emilio Aguinaldo Hwy', 'types': ['route']}, {'long_name': 'Silang Junction North', 'short_name': 'Silang Junction North', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Tagaytay', 'short_name': 'Tagaytay', 'types': ['locality', 'political']}, {'long_name': 'Cavite', 'short_name': 'Cavite', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Calabarzon', 'short_name': 'Calabarzon', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '4120', 'short_name': '4120', 'types': ['postal_code']}], 'formatted_address': 'Emilio Aguinaldo Hwy, Silang Junction North, Tagaytay, 4120 Cavite, Philippines', 'geometry': {'location': {'lat': 14.1156535, 'lng': 120.9610328}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 14.1170024802915, 'lng': 120.9623817802915}, 'southwest': {'lat': 14.1143045197085, 'lng': 120.9596838197085}}}, 'place_id': 'ChIJR91VoWF3vTMRv-UsfCrlECQ', 'plus_code': {'compound_code': '4X86+7C Tagaytay, Cavite, Philippines', 'global_code': '7Q624X86+7C'}, 'types': ['establishment', 'hospital', 'point_of_interest']}",14.1156535,120.9610328,"Emilio Aguinaldo Hwy, Silang Junction North, Tagaytay, 4120 Cavite, Philippines",Cavite
Ayala Malls The 30th,30 Meralco Ave. Brgy. Ugong Pasig City 1604,+63 2 795 9595 local 1915,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Mall+Photos/Ayala+Malls+The+30th/The+30th+01.jpg,facebook.com/AyalaMallsthe30th,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AM+30th.png,"{'address_components': [{'long_name': '30', 'short_name': '30', 'types': ['street_number']}, {'long_name': 'Meralco Avenue', 'short_name': 'Meralco Ave', 'types': ['route']}, {'long_name': 'San Antonio', 'short_name': 'Brgy San Antonio', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Pasig', 'short_name': 'Pasig', 'types': ['locality', 'political']}, {'long_name': 'Metro Manila', 'short_name': 'NCR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': '30 Meralco Ave, San Antonio, Pasig, Metro Manila, Philippines', 'geometry': {'location': {'lat': 14.5806551, 'lng': 121.0639095}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 14.5820040802915, 'lng': 121.0652584802915}, 'southwest': {'lat': 14.5793061197085, 'lng': 121.0625605197085}}}, 'place_id': 'ChIJ_XRHoRPIlzMRlG-w7RdkOHU', 'plus_code': {'compound_code': 'H3J7+7H Pasig, Metro Manila, Philippines', 'global_code': '7Q63H3J7+7H'}, 'types': ['street_address']}",14.5806551,121.0639095,"30 Meralco Ave, San Antonio, Pasig, Metro Manila, Philippines",Metro Manila
Ayala Malls Legazpi,"Rizal Street corner Quezon Ave., Barangay Capantawan, Legazpi City, Albay 4500",+ 63 52 201 0400 local 6093,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/LGP1.png,facebook.com/AyalaMallsLegazpiOfficial,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AM+Legazpi.png,"{'address_components': [{'long_name': 'corner', 'short_name': 'corner', 'types': ['street_number']}, {'long_name': 'Quezon Avenue', 'short_name': 'Quezon Ave', 'types': ['route']}, {'long_name': 'Brgy. Capantawan', 'short_name': 'Brgy. Capantawan', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Legazpi City', 'short_name': 'Legazpi City', 'types': ['locality', 'political']}, {'long_name': 'Albay', 'short_name': 'Albay', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bicol', 'short_name': 'Bicol', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '4500', 'short_name': '4500', 'types': ['postal_code']}], 'formatted_address': '3/F Ayala Mall Legazpi, Rizal St, corner Quezon Ave, Brgy. Capantawan, Legazpi City, 4500 Albay, Philippines', 'geometry': {'location': {'lat': 13.1473031, 'lng': 123.7525923}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 13.1486520802915, 'lng': 123.7539412802915}, 'southwest': {'lat': 13.1459541197085, 'lng': 123.7512433197085}}}, 'place_id': 'ChIJb7f91IEBoTMRHzSyRS7-Fig', 'plus_code': {'compound_code': '4QW3+W2 Legazpi City, Albay, Philippines', 'global_code': '7Q554QW3+W2'}, 'types': ['establishment', 'hardware_store', 'point_of_interest', 'store']}",13.1473031,123.7525923,"3/F Ayala Mall Legazpi, Rizal St, corner Quezon Ave, Brgy. Capantawan, Legazpi City, 4500 Albay, Philippines",Albay
Ayala Malls South Park,"National Road, Brgy. Alabang, Muntinlupa City",+ 63 2 944 65 88 loc. 1918,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AMSouthPark+Facade.jpg,facebook.com/ilovesouthparkmall,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AM+South+Park.png,"{'address_components': [{'long_name': 'National Road', 'short_name': 'National Road', 'types': ['route']}, {'long_name': 'Alabang', 'short_name': 'Alabang', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Muntinlupa', 'short_name': 'Muntinlupa', 'types': ['locality', 'political']}, {'long_name': 'Metro Manila', 'short_name': 'NCR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'National Road, Alabang, Muntinlupa, Metro Manila, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 14.4171991, 'lng': 121.0470427}, 'southwest': {'lat': 14.4039329, 'lng': 121.0452072}}, 'location': {'lat': 14.410105, 'lng': 121.0462448}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 14.4171991, 'lng': 121.0474739302915}, 'southwest': {'lat': 14.4039329, 'lng': 121.0447759697085}}}, 'place_id': 'Ej1OYXRpb25hbCBSb2FkLCBBbGFiYW5nLCBNdW50aW5sdXBhLCBNZXRybyBNYW5pbGEsIFBoaWxpcHBpbmVzIi4qLAoUChIJbcNEE0XQlzMRY62i0j7n33USFAoSCUnWH9oz0JczEfjvZrBj2WCP', 'types': ['route']}",14.410105,121.0462448,"National Road, Alabang, Muntinlupa, Metro Manila, Philippines",Metro Manila
Ayala Malls Vertis North,"Ayala Malls Vertis North, Phase 1 & 2, North Avenue, Brgy. Bagong Pag-asa, Q.C.",+ 63 2 718 5000 loc 6366,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/Lux+Mall+Entrance+(Night).JPG,facebook.com/AyalaMallsVertisNorth,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AM+Vertis+North.png,"{'address_components': [{'long_name': 'Quezon City', 'short_name': 'QC', 'types': ['locality', 'political']}, {'long_name': 'Metro Manila', 'short_name': 'NCR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'North Avenue Brgy, Quezon City, Metro Manila, Philippines', 'geometry': {'location': {'lat': 14.6516064, 'lng': 121.0357858}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 14.6529553802915, 'lng': 121.0371347802915}, 'southwest': {'lat': 14.6502574197085, 'lng': 121.0344368197085}}}, 'place_id': 'ChIJb5O1NB23lzMRjulPQvLq7BA', 'plus_code': {'compound_code': 'M22P+J8 Quezon City, Metro Manila, Philippines', 'global_code': '7Q63M22P+J8'}, 'types': ['establishment', 'point_of_interest', 'shopping_mall']}",14.6516064,121.0357858,"North Avenue Brgy, Quezon City, Metro Manila, Philippines",Metro Manila
Ayala Malls Cloverleaf,"Ayala Malls Cloverleaf, A. Bonifacio Ave., Brgy. Balingasa, Quezon City",+ 63 2 7755 7900 loc 6113,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/Cloverleaf+1.JPG,facebook.com/AyalaMallsCloverleaf,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AM+Cloverleaf.png,"{'address_components': [{'long_name': 'A. Bonifacio', 'short_name': 'A. Bonifacio', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Quezon City', 'short_name': 'QC', 'types': ['locality', 'political']}, {'long_name': 'Metro Manila', 'short_name': 'NCR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': '3rd Level, Ayala Malls Cloverleaf A. Bonifacio Street, Brgy, A. Bonifacio, Quezon City, Metro Manila, Philippines', 'geometry': {'location': {'lat': 14.6556412, 'lng': 121.0001136}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 14.6569901802915, 'lng': 121.0014625802915}, 'southwest': {'lat': 14.6542922197085, 'lng': 120.9987646197085}}}, 'place_id': 'ChIJ4x1AEIa2lzMRmjGJVm_GFoQ', 'plus_code': {'compound_code': 'M242+72 Quezon City, Metro Manila, Philippines', 'global_code': '7Q63M242+72'}, 'types': ['establishment', 'point_of_interest', 'store']}",14.6556412,121.0001136,"3rd Level, Ayala Malls Cloverleaf A. Bonifacio Street, Brgy, A. Bonifacio, Quezon City, Metro Manila, Philippines",Metro Manila
Ayala Malls Feliz,"Amang Rodriguez cor. J.P. Rizal, Brgy. Dela Paz, Pasig City",,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/34016857_579965182378280_939022804597080064_n.jpg,facebook.com/AyalaMallsFeliz,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AM+Feliz.png,"{'address_components': [{'long_name': 'Eulogio Amang Rodriguez Avenue', 'short_name': 'Eulogio Amang Rodriguez Ave', 'types': ['route']}, {'long_name': 'Pasig', 'short_name': 'Pasig', 'types': ['locality', 'political']}, {'long_name': 'Metro Manila', 'short_name': 'NCR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Eulogio Amang Rodriguez Ave, Pasig, Metro Manila, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 14.6186912, 'lng': 121.0925465}, 'southwest': {'lat': 14.6069313, 'lng': 121.0919286}}, 'location': {'lat': 14.6135005, 'lng': 121.0922217}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 14.6186912, 'lng': 121.0935865302915}, 'southwest': {'lat': 14.6069313, 'lng': 121.0908885697085}}}, 'partial_match': True, 'place_id': 'EjZFdWxvZ2lvIEFtYW5nIFJvZHJpZ3VleiBBdmUsIE1ldHJvIE1hbmlsYSwgUGhpbGlwcGluZXMiLiosChQKEgljDaJJBbiXMxEvS0Wz6MS-IBIUChIJ4eySED64lzMRPlkVXQvW9bo', 'types': ['route']}",14.6135005,121.0922217,"Eulogio Amang Rodriguez Ave, Pasig, Metro Manila, Philippines",Metro Manila
Ayala Malls Marikina,"Liwasang Kalayaan, Brgy. Marikina Heights, Marikina City",,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AM+Marikina+2.jpg,facebook.com/AyalaMallsMarikina,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AM+Marikina.png,"{'address_components': [{'long_name': 'Liwasang Kalayaan', 'short_name': 'Liwasang Kalayaan', 'types': ['route']}, {'long_name': 'Marikina', 'short_name': 'Marikina', 'types': ['locality', 'political']}, {'long_name': 'Metro Manila', 'short_name': 'NCR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '1800', 'short_name': '1800', 'types': ['postal_code']}], 'formatted_address': 'Liwasang Kalayaan, Marikina, 1800 Metro Manila, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 14.6510825, 'lng': 121.1173355}, 'southwest': {'lat': 14.6476384, 'lng': 121.1144706}}, 'location': {'lat': 14.6489039, 'lng': 121.1146571}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 14.6510825, 'lng': 121.1173355}, 'southwest': {'lat': 14.6476384, 'lng': 121.1144706}}}, 'place_id': 'ChIJD0tAbaO5lzMRq-larmnOl5s', 'types': ['route']}",14.6489039,121.1146571,"Liwasang Kalayaan, Marikina, 1800 Metro Manila, Philippines",Metro Manila
Ayala Malls Circuit,"Ayala Malls Circuit, Circuit Makati, Hippodromo, Carmona, Makati City",+63 2 7759 7900 loc 6550,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/Circuit+1.jpg,facebook.com/AyalaMallsCircuit,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AM+Circuit.png,"{'address_components': [{'long_name': 'Makati', 'short_name': 'Makati', 'types': ['locality', 'political']}, {'long_name': 'Metro Manila', 'short_name': 'NCR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Makati, Metro Manila, Philippines', 'geometry': {'location': {'lat': 14.5729856, 'lng': 121.0192591}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 14.5743345802915, 'lng': 121.0206080802915}, 'southwest': {'lat': 14.5716366197085, 'lng': 121.0179101197085}}}, 'place_id': 'ChIJMW69w6TJlzMRXtsZ02oczYI', 'plus_code': {'compound_code': 'H2F9+5P Makati, Metro Manila, Philippines', 'global_code': '7Q63H2F9+5P'}, 'types': ['establishment', 'point_of_interest', 'shopping_mall']}",14.5729856,121.0192591,"Makati, Metro Manila, Philippines",Metro Manila
Ayala Malls Capitol Central,"Gatuslao Street, Bacolod City",+63 34 701 0000,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AM+CC+1.JPG,facebook.com/ayalamallscapitolcentralofficial,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/AM+Capitol+Central.png,"{'address_components': [{'long_name': 'Gatuslao Street', 'short_name': 'Gatuslao St', 'types': ['route']}, {'long_name': 'Bacolod', 'short_name': 'Bacolod', 'types': ['locality', 'political']}, {'long_name': 'Negros Occidental', 'short_name': 'Negros Occidental', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Western Visayas', 'short_name': 'Western Visayas', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Gatuslao St, Bacolod, Negros Occidental, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 10.6913427, 'lng': 122.9578517}, 'southwest': {'lat': 10.6619526, 'lng': 122.9437667}}, 'location': {'lat': 10.6773504, 'lng': 122.9509659}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 10.6913427, 'lng': 122.9578517}, 'southwest': {'lat': 10.6619526, 'lng': 122.9437667}}}, 'place_id': 'ChIJye1g06nRrjMR3wZGHNchwiw', 'types': ['route']}",10.6773504,122.9509659,"Gatuslao St, Bacolod, Negros Occidental, Philippines",Negros Occidental
Shops at Serendra,"Serendra, 11th Ave., Bonifacio Global City, Taguig",+63 2 856 0523,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/_ECL6753.JPG,facebook.com/ILoveSerendra,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/Serendra+logo+(colored).JPG,"{'address_components': [{'long_name': '2CO3', 'short_name': '2CO3', 'types': ['subpremise']}, {'long_name': 'Serendra Mall Bonifacio Global City', 'short_name': 'Serendra Mall Bonifacio Global City', 'types': ['premise']}, {'long_name': '11th Avenue', 'short_name': '11th Ave', 'types': ['route']}, {'long_name': 'Taguig', 'short_name': 'Taguig', 'types': ['locality', 'political']}, {'long_name': 'Metro Manila', 'short_name': 'NCR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': '2CO3, Serendra Mall Bonifacio Global City, 11th Ave, Taguig, Metro Manila, Philippines', 'geometry': {'location': {'lat': 14.5499127, 'lng': 121.0537711}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 14.5512616802915, 'lng': 121.0551200802915}, 'southwest': {'lat': 14.5485637197085, 'lng': 121.0524221197085}}}, 'place_id': 'ChIJh_PriPLIlzMROriSKgH_6_M', 'plus_code': {'compound_code': 'G3X3+XG Taguig, Metro Manila, Philippines', 'global_code': '7Q63G3X3+XG'}, 'types': ['establishment', 'point_of_interest']}",14.5499127,121.0537711,"2CO3, Serendra Mall Bonifacio Global City, 11th Ave, Taguig, Metro Manila, Philippines",Metro Manila
Shops at Atria,"Atria Parks District, San Rafael, Mandurriao, Iloilo City",,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/Atria+1.jpg,facebook.com/ShopsAtAtriaAyalaMalls,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/LOGO+ATRIA+TRANSPRARENT.png,"{'address_components': [{'long_name': 'Iloilo Interior Building', 'short_name': 'Iloilo Interior Building', 'types': ['premise']}, {'long_name': 'Benigno Aquino Avenue', 'short_name': 'Benigno Aquino Ave', 'types': ['route']}, {'long_name': 'Mandurriao', 'short_name': 'Mandurriao', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Iloilo City', 'short_name': 'Iloilo City', 'types': ['locality', 'political']}, {'long_name': 'Iloilo', 'short_name': 'Iloilo', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Western Visayas', 'short_name': 'Western Visayas', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '5000', 'short_name': '5000', 'types': ['postal_code']}], 'formatted_address': 'Iloilo Interior Building, Benigno Aquino Ave, Mandurriao, Iloilo City, 5000 Iloilo, Philippines', 'geometry': {'location': {'lat': 10.7067683, 'lng': 122.5488029}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 10.7081172802915, 'lng': 122.5501518802915}, 'southwest': {'lat': 10.7054193197085, 'lng': 122.5474539197085}}}, 'place_id': 'ChIJh-rP2UflrjMRiD1mEgMI4No', 'plus_code': {'compound_code': 'PG4X+PG Iloilo City, Iloilo, Philippines', 'global_code': '7Q24PG4X+PG'}, 'types': ['establishment', 'point_of_interest', 'shopping_mall']}",10.7067683,122.5488029,"Iloilo Interior Building, Benigno Aquino Ave, Mandurriao, Iloilo City, 5000 Iloilo, Philippines",Iloilo
The District Dasmarinas,"Molina Road, Dasmarinas, Cavite",+63 46 506 6168,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/TDD+1.jpg,facebook.com/TheDistrictDasmarinas,https://s3-ap-southeast-1.amazonaws.com/interimweb/images/Photos/TDD+Logo.jpg,"{'address_components': [{'long_name': 'Molino Road', 'short_name': 'Molino Rd', 'types': ['route']}, {'long_name': 'Bacoor', 'short_name': 'Bacoor', 'types': ['locality', 'political']}, {'long_name': 'Cavite', 'short_name': 'Cavite', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Calabarzon', 'short_name': 'Calabarzon', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Molino Rd, Bacoor, Cavite, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 14.4638585, 'lng': 120.9818962}, 'southwest': {'lat': 14.383005, 'lng': 120.9589496}}, 'location': {'lat': 14.4238383, 'lng': 120.974921}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 14.4638585, 'lng': 120.9818962}, 'southwest': {'lat': 14.383005, 'lng': 120.9589496}}}, 'partial_match': True, 'place_id': 'ChIJ7dJRC9LTlzMRZlOYaNb7pYM', 'types': ['route']}",14.4238383,120.974921,"Molino Rd, Bacoor, Cavite, Philippines",Cavite
